website,jQuery,jQueryTools,jQueryUI,jQueryMobile,jQueryCookie,Angular,Bootstrap,Handlebars,SWFObject,Spine,SPF,Requirejs,React,Prototype,Modernizr,YUI,Facebook,Twitter,Yepnope,Isotope,Underscore,Lodash,GoogleAPI,Fastclick,Backbone,Flotcharts,Webfont,GoogleAnalytics,LABjs,Hammerjs,Headjs,Leaflet,Zurb,Velocity,Mustache,Zepto,Extjs,Scriptaculousjs,Sizzle,Fancybox,Lightbox,Html5shiv,Polymer
www.google.com
www.facebook.com
www.youtube.com,,,,,,,,,,,,,,,,,,,,,,,0
www.baidu.com,1.10.2,0
www.yahoo.com,,,,,,,,,,,,,,,,3.14.1
www.wikipedia.com
www.taobao.com
www.qq.com,1.11.1
www.twitter.com,1.11.2,,,,,,,,1.1.1,,,,,,,,,,,,,,,,,,,0
www.live.com,1.6.2
www.sina.com.cn,1.7.2
www.weibo.com
www.linkedin.com,2.1.1,,,,,,,,,,,,,,,,,,,,1.6.0,,,,1.1.0,,,0,0
www.ebay.com,1.7,,,,,,,,,,,0
www.yandex.ru,1.8.3,,,,0
www.vk.com
www.tmall.com
www.blogspot.com
www.hao123.com
www.msn.com,1.11.1
www.bing.com
www.instagram.com,1.7.2,,,,,,,,,,,,,,3.0.0,,0,,,,,,,,,,1.5.6
www.reddit.com,2.1.1,,,,0,,3.2.0,,,,,,,,2.8.3,,,,,,1.4.4,,,,1.0.0,,,0
www.sohu.com
www.ask.com,1.8.3,,,,0
www.aliexpress.com
www.onclickads.net
www.mail.ru
www.wordpress.com,,,,,,,,,,,,,,,2.8.3
www.pinterest.com,2.1.4,,1.10.4,,,,,,,,,,,,2.7.1,,0,,0,,1.5.2,,,0,1.1.0
www.tumblr.com,2.1.4,,,,,,,,,,,,,,,,,,,,3.10.0,3.10.0,,,1.2.1,,,0,,,,,,1.1.0
www.paypal.com,1.11.2,,1.11.4,,,,,,,,,,,,2.8.3,,,,0,,,,,,,,,0,,,,,,,,,,,,,,0
www.imgur.com,2.1.1,,1.10.4,,0,,,,0,,,,0.13.3,,,,0,0,,,2.4.1,2.4.1,,,,0.8.2,,0
www.xvideos.com,1.7.2,,,,,,,,,,,,,,2.6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
www.gmail.com
www.imdb.com,1.11.3,,0,,,,3.3.4,,,,,,,,,,0,0
www.microsoft.com,1.7.2,,,1.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9.2
www.github.com,2.1.3,,,,,,,,,,,,,,,,,,,,,,,0,,,,0
www.youku.com,1.10.2
www.booking.com,1.11.3,,1.8.6,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.kat.cr,1.10.2,,1.10.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
www.cnn.com,1.11.2,,,,,,,,,,,,,,2.8.3,,0,,0
www.alipay.com,1.10.2
www.dropbox.com,1.10.2,,1.10.4,,,,,,2.2,,,2.1.20,,,2.8.3,,0,0,,,1.8.3,,,,,,,0
www.pixnet.net,1.8.2,,,,0,,,,1.5,,,,,,,,,,1.5.4
www.jd.com,1.6.4,,0
www.163.com,1.6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
www.dailymotion.com,1.9.0,,,,,,,,,,,2.1.20,,,3.0.0,,0,,,,,,0,,,,,0
www.flipkart.com
www.nicovideo.jp,1.6.1,,,,1.4.1,,,,1.5.1,,,,,1.5.1.1,,,,0,,,,,,,,,,0
www.xinhuanet.com,1.7.1
www.cntv.cn,1.7.2
www.go.com,1.10.2,,,,1.3,,,,,,,2.1.9,,,2.7.1,,,,,,1.3.3,2.4.1,,,1.0.0,,,,,,,,,,,,,,,,,0
www.adobe.com,2.0.3,,,,1.4.1
www.soso.com,1.11.0
www.outbrain.com,2.1.3,,,,0,,,,,,,,,,2.8.3,,0,0,,,,,,0,,,,,,,,,5.5.1,,,,,,,,,0
www.people.com.cn
www.bbc.co.uk,1.9.1,,,,,,,,2.2,,,2.1.14,,,2.8.3,,,,,,1.8.3,,,,,,,0
www.xhamster.com,1.9.1,,,,,,,,,,,,,,2.6.2
www.naver.com
www.rakuten.co.jp,1.4.2,,1.8.16,,,,,,,,,,,,2.8.3,,,,0
www.tianya.cn,1.6.4,,20150710,0
www.pornhub.com,2.1.3,,1.10.3,,1.4.0,,,,1.5,,,,,,,,,,,,,,,,,,,0,,,0
www.ok.ru,1.8.3,,,,,,,,,,,2.1.11,,,,,,,,,,,,,,,,,,,,0.7.3
www.alibaba.com,1.8.3,,,,,,,1.3.0,,,,,,,,,,,,,,,,,,,,0
www.adcash.com,2.1.3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0
www.craigslist.org,1.9.1,,1.9.2
www.stackoverflow.com,1.7.1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.gmw.cn,1.7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
www.netflix.com,1.11.1,,,,,,,,,,,,0.12.2
www.360.cn,1.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
www.apple.com
www.fc2.com,1.2.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
www.wikia.com,1.8.2,,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.5.0
www.indiatimes.com,1.11.1,,,,,,,1.3.0,,,,,,,,,0,0,,,,,,,,,,0
www.bycontext.com,1.9.1
www.directrev.com,1.11.0,,,,,,3.1.0,,,,,,,,1.6,,,,,1.5.25,,,,,,,,0
www.huffingtonpost.com,1.6.2,,0,,,,,,0,,,,,,,,0,0,,,,,0,,,,,0
www.livedoor.jp,1.10.2,,,,0,,,,,,,,,,2.8.3,,,,,,,,,,,,,0
www.xnxx.com,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
www.nytimes.com,1.7.1,,,,,,,,,,,2.1.4,,,2.8.3,,0,,,,1.8.3,,,,1.1.2,,,0,,,0
www.buzzfeed.com,,,,,,,,,,,,,,1.7,,,0,0,,,,,0,,,,,0,,,,,,,0
www.chinadaily.com.cn,1.7.2
www.coccoc.com,1.8.3,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0
www.china.com,1.9.1
www.sogou.com,1.11.0
www.tudou.com,1.7.2
www.chase.com,1.10.2,,,,0,,,,,,,2.1.15,,,2.8.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.dmm.co.jp,1.8.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.popads.net,1.5.1
www.ameblo.jp,1.11.3 ,,,,,,,,,,,,,,,,,,,,3.9.3,3.9.3,,,,,,0,,,,,,,2.1.2
www.life.com.tw,1.10.2,,,,,,,,,,,,,,2.8.3,,0,,,,,,,,,,,0
www.slideshare.net,2.1.4,,,,0,,,,,,,,,,2.8.2,,0,,,,,,,0,,,,0,0,,,,5.5.2,,,,,,,,,0
www.flicker.com,,,,,,,,,,,,,,,,3.16.0
www.globo.com,1.7.1,,1.8.20,,,,,,,,,,,,2.8.3,,,,,,,,,,,,,0,,,,,,,2.0.0
www.bankofamerica.com,1.11.1,,1.11.0,,0
www.bongacams.com,1.8.2,1.2.7,,,0,,,,2.2,,,,0.12.2,,,,,0,,,,,0,,,,,0,,,,,,,,1.0,,,,0
www.walmart.com,1.10.2,,,,0,,,,,,,2.1.15,,,2.8.3,,,,,,1.5.2,,,,1.1.0,,,,,0
www.redtube.com,1.11.0,,1.10.4,,1.4.0,,,,2.0,,,,,,2.8.3,,,,,,,,,,,,,0,,,0
www.quora.com,1.7,,,,0,,,,,,,,,,,,0,0,,,,,0,,,,,0
